speciesCode,english_name,spanish_name,scientific_name,target_species,iconic_species,tour_visibility,tour_fit,target_difficulty,photography_difficulty,best_time_of_day,best_months,habitat_primary,habitat_secondary,elevation_min_m,elevation_max_m,route_cluster_primary,route_cluster_secondary,primary_hotspot_name,primary_hotspot_ebird_loc_id,secondary_hotspot_name,secondary_hotspot_ebird_loc_id,walking_level,access_level,reliability_score_manual,rarity_score_manual,photography_score_manual,opportunity_weight_manual,pricing_complexity,custom_tour_priority,half_day_visibility_note_en,half_day_visibility_note_es,full_day_visibility_note_en,full_day_visibility_note_es,guide_notes_en,guide_notes_es,internal_notes,needs_review,ebird_enabled,active
pluhaw,Plumbeous Hawk,Busardo Plomizo,Cryptoleucopteryx plumbea,TRUE,FALSE,custom_only,custom_private,hard,hard,early_morning,year_round,forest canopy and open ridges,soaring viewpoints,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
grbhaw1,Great Black Hawk,Busardo Urubitinga,Buteogallus urubitinga,TRUE,FALSE,custom_only,custom_private,hard,moderate,early_morning,year_round; check recent activity before confirming,forest canopy and sky watch points,ridges and open viewpoints,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,52,72,65,1,standard_plus,low,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=78. Needs MBW guide review for final positioning.,FALSE,TRUE,TRUE
bcbeag1,Black-chested Buzzard-Eagle,Águila Mora,Geranoaetus melanoleucus,TRUE,FALSE,custom_only,custom_private,hard,moderate,early_morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,45,65,60,80,premium,high,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
gybhaw2,Gray-backed Hawk,Busardo Dorsigrís,Pseudastur occidentalis,TRUE,FALSE,custom_only,custom_private,hard,hard,early_morning,year_round,forest canopy and open ridges,soaring viewpoints,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
semhaw,Semiplumbeous Hawk,Busardo Semiplomizo,Leucopternis semiplumbeus,TRUE,TRUE,custom_only,custom_private,hard,hard,early_morning,year_round,forest canopy and open ridges,soaring viewpoints,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,high,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
gryhaw3,Gray-lined Hawk,Busardo Gris Meridional,Buteo nitidus,TRUE,FALSE,custom_only,custom_private,hard,hard,early_morning,year_round,forest canopy and open ridges,soaring viewpoints,1600,2400,tandayapa_bellavista,,Bellavista Cloud Forest Lodge,,,,moderate,moderate,50,70,40,1,premium,medium,Possible only when recent activity and access align.,Posible solo cuando la actividad reciente y el acceso coinciden.,Better with a full day or private route flexibility.,Mejor con un día completo o una ruta privada flexible.,Starter enrichment batch. Review recent eBird activity and local access before quoting. Suggested route: Tandayapa and Bellavista Corridor.,Enriquecimiento inicial. Revisar actividad reciente en eBird y acceso local antes de cotizar. Ruta sugerida: Corredor Tandayapa y Bellavista.,Added in 2026-06-20 next-batch enrichment; needs guide review for final tuning.,TRUE,TRUE,TRUE
zothaw,Zone-tailed Hawk,Busardo Aura,Buteo albonotatus,TRUE,FALSE,custom_only,custom_private,hard,moderate,early_morning,year_round,cloud forest trails and forest edge,riparian forest and mixed flocks,,,rio_nambillo,,Recent hotspot to review,,,,moderate,moderate,45,65,60,80,premium,high,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Rio Nambillo and Forest Trails.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Rio Nambillo y Senderos de Bosque.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
brnowl,American Barn Owl,Lechuza Común Americana,Tyto furcata,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn,year_round; check recent activity before confirming,forest edge and night routes,open roads and roost areas,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,38,88,42,1,premium_plus,low,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=82. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
whtsco1,White-throated Screech-Owl,Autillo Gorjiblanco,Megascops albogularis,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn,year_round; check recent activity before confirming,forest edge and night routes,open roads and roost areas,1600,2400,tandayapa_bellavista,,guide review route area,,,,moderate,moderate,38,88,42,1,premium_plus,low,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: tandayapa_bellavista. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: tandayapa_bellavista. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=82. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
versco2,Choco Screech-Owl,Autillo de Chocó,Megascops centralis,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn,year_round; check recent activity before confirming,forest edge and night routes,open roads and roost areas,500,1500,mashpi_road,,guide review route area,,,,hard,hard,34,96,42,1,premium_plus,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: mashpi_road. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: mashpi_road. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=107. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
creowl1,Crested Owl,Búho Corniblanco,Lophostrix cristata,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn,year_round; check recent activity before confirming,forest edge and night routes,open roads and roost areas,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,38,88,42,1,premium_plus,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=92. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
speowl1,Spectacled Owl,Lechuzón de Anteojos,Pulsatrix perspicillata,TRUE,TRUE,custom_only,custom_private,specialist,hard,dawn,year_round; check recent activity before confirming,forest edge and night routes,open roads and roost areas,1250,1900,rio_nambillo,,guide review route area,,,,moderate,moderate,38,88,42,1,premium_plus,medium,"Best treated as a target bird only when route, recent activity, and timing are favorable.","Mejor tratarla como ave objetivo solo cuando la ruta, actividad reciente y horario son favorables.","Better with a full day or custom private route because it adds time, habitat variety, and flexibility.","Mejor con día completo o ruta privada personalizada porque agrega tiempo, variedad de hábitat y flexibilidad.",Next-batch target added for guest selection. Suggested route: rio_nambillo. Confirm recent eBird activity and access before promising route details.,Objetivo agregado para selección de visitantes. Ruta sugerida: rio_nambillo. Confirmar actividad reciente en eBird y acceso antes de detallar la ruta.,Auto-enriched next batch. Score heuristic=92. Needs MBW guide review for final positioning.,TRUE,TRUE,TRUE
